Index;Date;Match_Index;Match_Type;Home_Team_Code;Home_Team;Home_score;Away_Score;Away_Team_Code;Away_Team;Home_Score_Index;Away_Score_Index;FIFA_Points_Home;FIFA_Points_Home_Norm;FIFA_Points_Away;FIFA_Points_Away_Norm;Attack_Home;Attack_Away;Defense_Home;Defense_Away;Recent_Home_Trend_1;Recent_Home_Trend_2;Recent_Home_Trend_3;Recent_Home_Trend_4;Recent_Home_Trend_5;Recent_Away_Trend_1;Recent_Away_Trend_2;Recent_Away_Trend_3;Recent_Away_Trend_4;Recent_Away_Trend_5;Encounter_1;Encounter_2;Encounter_3;Encounter_4;Encounter_5
1164;15.08.2012;0;Friendly;MKD;Macedonia;1;0;LTU;Lithuania;1;-1;235;0.150622135;254;0.163064833;0.939285714;0.845238095;1.258928571;1.345982143;0;0;-1;0;0;0;-1;-1;0;-1;;;;;
1165;15.08.2012;0;Friendly;ALB;Albania;0;0;MDA;Moldova;0;0;632;0.410609037;181;0.115258677;0.975;0.916666667;0.990625;1.470833333;1;1;-1;0;-1;-1;-1;0;-1;1;;;;;
1166;15.08.2012;0;Friendly;ISL;Iceland;2;0;FRO;Faroe Islands;1;-1;724;0.470857891;383;0.247544204;1.241196013;0.621875;1.273754153;2.20625;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;1;-1;1;;
1167;15.08.2012;0;Friendly;SVN;Slovenia;4;3;ROU;Romania;1;-1;558;0.362148003;922;0.600523903;1.351351351;1.394894895;1.135135135;1.061861862;0;0;-1;1;-1;0;1;0;1;1;;;1;;
1168;15.08.2012;0;Friendly;AUT;Austria;2;0;TUR;Turkey;1;-1;1067;0.695481336;983;0.640471513;1.5525;1.513390722;1.483333333;1.078431373;0;1;1;-1;0;1;1;1;-1;1;0;-1;-1;;
1169;15.08.2012;0;Friendly;ENG;England;2;1;ITA;Italy;1;-1;1069;0.696791094;959;0.62475442;2.065;1.398496241;0.805;0.997314715;0;1;1;0;1;-1;1;0;1;0;0;;;;
1170;15.08.2012;0;Friendly;SRB;Serbia;0;0;IRL;Rep. of Ireland;0;0;581;0.377210216;792;0.515389653;1.538095238;1.359927235;1.057738095;0.963097713;-1;-1;-1;0;1;-1;-1;-1;0;1;0;;;;
1171;15.08.2012;0;Friendly;POR;Portugal;2;0;PAN;Panama;1;-1;1184;0.772102161;593;0.385068762;1.76443769;1.083333333;0.912722536;1.238095238;0;1;1;1;-1;1;-1;1;0;1;;;;;
1172;14.08.2012;0;Friendly;LIE;Liechtenstein;1;0;AND;Andorra;1;-1;120;0.075311067;5;0;0.364495798;0.210727969;2.428571429;2.869731801;-1;-1;-1;-1;0;-1;0;-1;-1;-1;;;;;
1173;14.08.2012;0;Friendly;SMR;San Marino;2;3;MLT;Malta;-1;1;20;0.009823183;149;0.094302554;0.106060606;0.608660131;4.460227273;1.926470588;-1;-1;-1;-1;-1;1;1;-1;-1;0;;;;;
1174;01.07.2012;23;EC-14;ITA;Italy;0;4;ESP;Spain;-1;1;959;0.62475442;1277;0.833005894;1.398496241;2.252192982;0.997314715;0.605769231;1;0;1;0;0;0;1;1;1;0;0;1;0;-1;
1175;28.06.2012;23;EC-14;GER;Germany;1;2;ITA;Italy;-1;1;1309;0.853962017;959;0.62475442;2.407008086;1.398496241;1.035714286;0.997314715;1;1;1;1;1;0;1;0;0;-1;0;;;-1;
1176;27.06.2012;23;EC-14;POR;Portugal;0;0;ESP;Spain;0;0;1184;0.772102161;1277;0.833005894;1.76443769;2.252192982;0.912722536;0.605769231;1;1;1;-1;-1;1;1;1;0;1;1;-1;;;
1177;24.06.2012;23;EC-14;ENG;England;0;0;ITA;Italy;0;0;1069;0.696791094;959;0.62475442;2.065;1.398496241;0.805;0.997314715;1;1;0;1;1;1;0;0;-1;-1;;;;;
1178;23.06.2012;23;EC-14;FRA;France;0;2;ESP;Spain;-1;1;907;0.59070072;1277;0.833005894;1.446317829;2.252192982;0.821899225;0.605769231;-1;1;0;1;1;1;1;0;1;1;-1;-1;;;
1179;22.06.2012;23;EC-14;GER;Germany;4;2;GRE;Greece;1;-1;1309;0.853962017;695;0.451866405;2.407008086;1.092948718;1.035714286;0.933150183;1;1;1;1;-1;1;-1;0;1;0;;;;;
1180;21.06.2012;23;EC-14;CZE;Czech Republic;0;1;POR;Portugal;-1;1;810;0.527177472;1184;0.772102161;1.44047619;1.76443769;1.071428571;0.912722536;1;1;-1;-1;1;1;1;-1;-1;0;-1;;;;
1181;19.06.2012;23;EC-14;UKR;Ukraine;0;1;ENG;England;-1;1;880;0.573018991;1069;0.696791094;1.627002288;2.065;0.891304348;0.805;-1;1;-1;-1;1;1;0;1;1;-1;1;-1;;;
1182;19.06.2012;23;EC-14;FRA;France;0;2;SWE;Sweden;-1;1;907;0.59070072;713;0.463654224;1.446317829;1.655737705;0.821899225;1.023028884;1;0;1;1;1;-1;-1;1;1;1;1;;;;
1183;18.06.2012;23;EC-14;CRO;Croatia;0;1;ESP;Spain;-1;1;856;0.557301899;1277;0.833005894;1.709302326;2.252192982;0.906976744;0.605769231;0;1;0;1;-1;1;0;1;1;1;;;;;
1184;18.06.2012;23;EC-14;ITA;Italy;2;0;IRL;Rep. of Ireland;1;-1;959;0.62475442;792;0.515389653;1.398496241;1.359927235;0.997314715;0.963097713;0;0;-1;-1;-1;-1;-1;0;1;0;-1;0;0;;
1185;17.06.2012;23;EC-14;DEN;Denmark;1;2;GER;Germany;-1;1;686;0.445972495;1309;0.853962017;1.33118701;2.407008086;1.18980963;1.035714286;-1;1;1;-1;-1;1;1;1;-1;-1;0;;;;
1186;17.06.2012;23;EC-14;NED;Netherlands;1;2;POR;Portugal;-1;1;931;0.606417813;1184;0.772102161;2.158181818;1.76443769;0.9;0.912722536;-1;-1;1;1;-1;1;-1;-1;0;0;;;;;
1187;16.06.2012;23;EC-14;POL;Poland;0;1;CZE;Czech Republic;-1;1;821;0.534381139;810;0.527177472;1.583966565;1.44047619;1.081306991;1.071428571;0;0;1;1;1;1;-1;-1;1;0;-1;1;1;;
1188;16.06.2012;23;EC-14;GRE;Greece;1;0;RUS;Russia;1;-1;695;0.451866405;821;0.534381139;1.092948718;1.679439746;0.933150183;0.747357294;-1;0;1;0;0;0;1;1;0;0;0;-1;;;
1189;15.06.2012;23;EC-14;ENG;England;3;2;SWE;Sweden;1;-1;1069;0.696791094;713;0.463654224;2.065;1.655737705;0.805;1.023028884;0;1;1;-1;1;-1;1;1;1;1;1;;;;
1190;15.06.2012;23;EC-14;UKR;Ukraine;0;2;FRA;France;-1;1;880;0.573018991;907;0.59070072;1.627002288;1.446317829;0.891304348;0.821899225;1;-1;-1;1;1;0;1;1;1;1;-1;;;;
1191;14.06.2012;23;EC-14;IRL;Rep. of Ireland;0;4;ESP;Spain;-1;1;792;0.515389653;1277;0.833005894;1.359927235;2.252192982;0.963097713;0.605769231;-1;0;1;0;0;0;1;1;1;1;;;;;
1192;14.06.2012;23;EC-14;CRO;Croatia;1;1;ITA;Italy;0;0;856;0.557301899;959;0.62475442;1.709302326;1.398496241;0.906976744;0.997314715;1;0;1;-1;0;0;-1;-1;-1;1;;;;;
1193;13.06.2012;23;EC-14;DEN;Denmark;2;3;POR;Portugal;-1;1;686;0.445972495;1184;0.772102161;1.33118701;1.76443769;1.18980963;0.912722536;1;1;-1;-1;0;-1;-1;0;0;1;1;-1;0;1;
1194;13.06.2012;23;EC-14;GER;Germany;2;1;NED;Netherlands;1;-1;1309;0.853962017;931;0.606417813;2.407008086;2.158181818;1.035714286;0.9;1;1;-1;-1;1;-1;1;1;-1;1;1;;;1;
1195;12.06.2012;23;EC-14;CZE;Czech Republic;2;1;GRE;Greece;1;-1;810;0.527177472;695;0.451866405;1.44047619;1.092948718;1.071428571;0.933150183;-1;-1;1;0;1;0;1;0;0;-1;-1;;;1;
1196;12.06.2012;23;EC-14;POL;Poland;1;1;RUS;Russia;0;0;821;0.534381139;821;0.534381139;1.583966565;1.679439746;1.081306991;0.747357294;0;1;1;1;0;1;1;0;0;1;;;;1;
1197;11.06.2012;23;EC-14;ENG;England;1;1;FRA;France;0;0;1069;0.696791094;907;0.59070072;2.065;1.446317829;0.805;0.821899225;1;1;-1;1;1;1;1;1;1;0;-1;-1;;;
1198;11.06.2012;23;EC-14;UKR;Ukraine;2;1;SWE;Sweden;1;-1;880;0.573018991;713;0.463654224;1.627002288;1.655737705;0.891304348;1.023028884;-1;-1;1;1;1;1;1;1;1;1;-1;0;1;;
1199;10.06.2012;23;EC-14;ITA;Italy;1;1;ESP;Spain;0;0;959;0.62475442;1277;0.833005894;1.398496241;2.252192982;0.997314715;0.605769231;-1;-1;-1;1;1;1;1;1;1;0;1;0;-1;;
1200;10.06.2012;23;EC-14;CRO;Croatia;3;1;IRL;Rep. of Ireland;1;-1;856;0.557301899;792;0.515389653;1.709302326;1.359927235;0.906976744;0.963097713;0;1;-1;0;1;0;1;0;0;1;0;;;;
1201;09.06.2012;23;EC-14;DEN;Denmark;1;0;NED;Netherlands;1;-1;686;0.445972495;931;0.606417813;1.33118701;2.158181818;1.18980963;0.9;1;-1;-1;0;1;1;1;-1;1;-1;-1;0;;;
1202;09.06.2012;23;EC-14;GER;Germany;1;0;POR;Portugal;1;-1;1309;0.853962017;1184;0.772102161;2.407008086;1.76443769;1.035714286;0.912722536;1;-1;-1;1;0;-1;0;0;1;0;1;;;;
1203;08.06.2012;23;EC-14;POL;Poland;1;1;GRE;Greece;0;0;821;0.534381139;695;0.451866405;1.583966565;1.092948718;1.081306991;0.933150183;1;1;1;0;1;1;0;0;-1;0;0;1;;;
1204;08.06.2012;23;EC-14;CZE;Czech Republic;1;4;RUS;Russia;-1;1;810;0.527177472;821;0.534381139;1.44047619;1.679439746;1.071428571;0.747357294;-1;1;0;1;1;1;0;0;1;0;;;;;
1205;07.06.2012;0;Friendly;BLR;Belarus;1;1;LTU;Lithuania;0;0;465;0.30124427;254;0.163064833;1.296825397;0.845238095;1.146031746;1.345982143;0;0;-1;0;-1;-1;-1;0;-1;-1;1;;;;
1206;05.06.2012;0;Friendly;SWE;Sweden;2;1;SRB;Serbia;1;-1;713;0.463654224;581;0.377210216;1.655737705;1.538095238;1.023028884;1.057738095;1;1;1;1;-1;-1;-1;0;1;-1;-1;;;;
1207;05.06.2012;0;Friendly;TUR;Turkey;2;0;UKR;Ukraine;1;-1;983;0.640471513;880;0.573018991;1.513390722;1.627002288;1.078431373;0.891304348;1;1;-1;1;-1;-1;1;1;1;0;1;;;;
1208;05.06.2012;0;Friendly;AUT;Austria;0;0;ROU;Romania;0;0;1067;0.695481336;922;0.600523903;1.5525;1.394894895;1.483333333;1.061861862;1;1;-1;0;1;1;0;1;1;-1;0;1;;;
1209;05.06.2012;0;Friendly;FRA;France;4;0;EST;Estonia;1;-1;907;0.59070072;366;0.236411264;1.446317829;0.887878788;0.821899225;1.438825758;1;1;1;0;1;1;-1;-1;-1;1;;;;;
1210;05.06.2012;0;Friendly;ARM;Armenia;3;0;KAZ;Kazakhstan;1;-1;316;0.203667322;300;0.19318926;1.144700461;0.901115619;1.739170507;1.969066937;-1;1;-1;-1;1;1;0;0;-1;-1;1;;;;
1211;04.06.2012;0;Friendly;HUN;Hungary;0;0;IRL;Rep. of Ireland;0;0;925;0.60248854;792;0.515389653;1.488888889;1.359927235;1.277777778;0.963097713;1;0;-1;1;0;1;0;0;1;1;;;;;
1212;03.06.2012;0;Friendly;ESP;Spain;1;0;CHN;China;1;-1;1277;0.833005894;423;0.273739358;2.252192982;0.696428571;0.605769231;0.714285714;1;1;1;0;-1;1;1;1;1;-1;;;;;
1213;03.06.2012;13;BtC-24;FIN;Finland;1;1;LVA;Latvia;0;0;558;0.362148003;323;0.208251473;1.186862245;1.044602699;1.288265306;1.428785607;1;1;-1;1;-1;1;-1;0;-1;1;1;;;;
1214;03.06.2012;13;BtC-24;EST;Estonia;1;0;LTU;Lithuania;1;-1;366;0.236411264;254;0.163064833;0.887878788;0.845238095;1.438825758;1.345982143;-1;-1;-1;1;0;-1;0;-1;-1;0;-1;0;-1;;
1215;02.06.2012;0;Friendly;POL;Poland;4;0;AND;Andorra;1;-1;821;0.534381139;5;0;1.583966565;0.210727969;1.081306991;2.869731801;1;1;0;1;1;0;-1;-1;-1;-1;;;-1;;
1216;02.06.2012;0;Friendly;DEN;Denmark;2;0;AUS;Australia;1;-1;686;0.445972495;601;0.390307793;1.33118701;0.9375;1.18980963;1.660714286;-1;-1;0;1;1;1;0;1;1;0;-1;;;;
1217;02.06.2012;0;Friendly;ENG;England;1;0;BEL;Belgium;1;-1;1069;0.696791094;1352;0.882121807;2.065;1.707317073;0.805;1.146341463;1;-1;1;1;0;0;0;0;1;-1;;;;;
1218;02.06.2012;0;Friendly;NOR;Norway;1;1;CRO;Croatia;0;0;605;0.392927308;856;0.557301899;1.078115683;1.709302326;1.15921288;0.906976744;-1;1;-1;1;0;1;-1;0;1;1;-1;;;;
1219;02.06.2012;0;Friendly;NED;Netherlands;6;0;NIR;North. Ireland;1;-1;931;0.606417813;825;0.537000655;2.158181818;0.878787879;0.9;1.378787879;1;-1;1;-1;0;-1;-1;-1;-1;-1;;;;;
1220;02.06.2012;0;Friendly;POR;Portugal;1;3;TUR;Turkey;-1;1;1184;0.772102161;983;0.640471513;1.76443769;1.513390722;0.912722536;1.078431373;0;0;1;0;-1;1;-1;1;-1;-1;1;;;;
1221;02.06.2012;0;Friendly;LUX;Luxembourg;0;2;MLT;Malta;-1;1;221;0.141453831;149;0.094302554;0.576048951;0.608660131;2.285839161;1.926470588;1;-1;-1;1;-1;1;-1;-1;0;-1;;;;;
1222;01.06.2012;0;Friendly;AUT;Austria;3;2;UKR;Ukraine;1;-1;1067;0.695481336;880;0.573018991;1.5525;1.627002288;1.483333333;0.891304348;1;-1;0;1;0;1;1;1;0;1;-1;;;;
1223;01.06.2012;0;Friendly;CZE;Czech Republic;1;2;HUN;Hungary;-1;1;810;0.527177472;925;0.60248854;1.44047619;1.488888889;1.071428571;1.277777778;1;0;1;1;1;0;-1;1;0;1;;;;;
1224;01.06.2012;0;Friendly;ITA;Italy;0;3;RUS;Russia;-1;1;959;0.62475442;821;0.534381139;1.398496241;1.679439746;0.997314715;0.747357294;-1;-1;1;1;0;0;0;1;0;1;;;;;
1225;01.06.2012;0;Friendly;KAZ;Kazakhstan;5;2;KGZ;Kyrgyzstan;1;-1;300;0.19318926;340;0.219384414;0.901115619;0.6;1.969066937;1.8;0;0;-1;-1;-1;0;0;1;0;1;;;;;
1226;01.06.2012;13;BtC-24;LVA;Latvia;5;0;LTU;Lithuania;1;-1;323;0.208251473;254;0.163064833;1.044602699;0.845238095;1.428785607;1.345982143;-1;0;-1;1;0;0;-1;-1;0;1;0;1;;;
1227;01.06.2012;13;BtC-24;EST;Estonia;1;2;FIN;Finland;-1;1;366;0.236411264;558;0.362148003;0.887878788;1.186862245;1.438825758;1.288265306;-1;-1;1;0;-1;1;-1;1;-1;0;1;;;;
1228;31.05.2012;0;Friendly;FRA;France;2;0;SRB;Serbia;1;-1;907;0.59070072;581;0.377210216;1.446317829;1.538095238;0.821899225;1.057738095;1;1;0;1;0;-1;0;1;-1;-1;0;1;;;
1229;31.05.2012;0;Friendly;MEX;Mexico;2;1;BIH;Bosnia & Herzegovina;1;-1;934;0.608382449;913;0.594629993;1.5625;1.766666667;1.53125;1.233006536;1;1;0;1;0;-1;-1;-1;-1;0;1;;;;
1230;31.05.2012;0;Friendly;GER;Germany;2;0;ISR;Israel;1;-1;1309;0.853962017;467;0.302554028;2.407008086;1.545454545;1.035714286;1.424242424;-1;-1;1;0;1;-1;-1;1;-1;-1;;;;;
1231;31.05.2012;0;Friendly;ARM;Armenia;0;1;GRE;Greece;-1;1;316;0.203667322;695;0.451866405;1.144700461;1.092948718;1.739170507;0.933150183;1;-1;-1;1;1;0;0;-1;0;1;0;;;;
1232;30.05.2012;0;Friendly;NED;Netherlands;2;0;SVK;Slovakia;1;-1;931;0.606417813;784;0.510150622;2.158181818;1.341463415;0.9;1.146341463;-1;1;-1;0;-1;-1;1;0;-1;-1;1;;;;
1233;30.05.2012;0;Friendly;SUI;Switzerland;0;1;ROU;Romania;-1;1;974;0.634577603;922;0.600523903;1.567307692;1.394894895;0.974358974;1.061861862;1;-1;1;0;1;0;1;1;-1;0;;;;;
1234;30.05.2012;0;Friendly;SWE;Sweden;3;2;ISL;Iceland;1;-1;713;0.463654224;724;0.470857891;1.655737705;1.241196013;1.023028884;1.273754153;1;1;1;-1;-1;-1;-1;-1;-1;1;;;;;
1235;30.05.2012;0;Friendly;KOR;South Korea;1;4;ESP;Spain;-1;1;579;0.375900458;1277;0.833005894;0.907142857;2.252192982;0.942857143;0.605769231;1;0;1;0;1;1;1;0;-1;1;-1;;;;
1236;30.05.2012;0;Friendly;AND;Andorra;0;0;AZE;Azerbaijan;0;0;5;0;269;0.172888016;0.210727969;0.808210784;2.869731801;1.413602941;-1;-1;-1;-1;-1;-1;-1;1;0;1;-1;;;;
1237;29.05.2012;0;Friendly;LTU;Lithuania;0;0;RUS;Russia;0;0;254;0.163064833;821;0.534381139;0.845238095;1.679439746;1.345982143;0.747357294;-1;-1;0;1;-1;0;1;0;1;1;-1;;;;
1238;29.05.2012;0;Friendly;BUL;Bulgaria;0;2;TUR;Turkey;-1;1;508;0.32940406;983;0.640471513;1.128205128;1.513390722;1.205128205;1.078431373;1;0;-1;-1;-1;-1;1;-1;-1;0;;;;;
1239;28.05.2012;0;Friendly;EST;Estonia;0;4;UKR;Ukraine;-1;1;366;0.236411264;880;0.573018991;0.887878788;1.627002288;1.438825758;0.891304348;-1;1;0;-1;-1;1;1;0;1;1;-1;;;;
1240;27.05.2012;0;Friendly;MEX;Mexico;2;0;WAL;Wales;1;-1;934;0.608382449;839;0.546168959;1.5625;1.047619048;1.53125;1.228571429;1;0;1;0;1;-1;1;1;1;-1;;;;;
1241;27.05.2012;0;Friendly;FRA;France;3;2;ISL;Iceland;1;-1;907;0.59070072;724;0.470857891;1.446317829;1.241196013;0.821899225;1.273754153;1;0;1;0;1;-1;-1;-1;1;-1;;;;;
1242;27.05.2012;0;Friendly;IRN;Iran;0;1;ALB;Albania;-1;1;672;0.436804191;632;0.410609037;1.479166667;0.975;1.3125;0.990625;1;1;0;1;1;1;-1;0;-1;0;;;;;
1243;26.05.2012;0;Friendly;SRB;Serbia;0;2;ESP;Spain;-1;1;581;0.377210216;1277;0.833005894;1.538095238;2.252192982;1.057738095;0.605769231;0;1;-1;-1;-1;1;0;-1;1;1;;;;;
1244;26.05.2012;0;Friendly;NED;Netherlands;1;2;BUL;Bulgaria;-1;1;931;0.606417813;508;0.32940406;2.158181818;1.128205128;0.9;1.205128205;1;-1;0;-1;1;0;-1;-1;-1;-1;;;;;
1245;26.05.2012;0;Friendly;CZE;Czech Republic;2;1;ISR;Israel;1;-1;810;0.527177472;467;0.302554028;1.44047619;1.545454545;1.071428571;1.424242424;0;1;1;1;-1;-1;1;-1;-1;-1;;;;;
1246;26.05.2012;0;Friendly;FIN;Finland;3;2;TUR;Turkey;1;-1;558;0.362148003;983;0.640471513;1.186862245;1.513390722;1.288265306;1.078431373;-1;1;-1;0;-1;1;-1;-1;0;-1;-1;;;;
1247;26.05.2012;0;Friendly;POL;Poland;1;0;SVK;Slovakia;1;-1;821;0.534381139;784;0.510150622;1.583966565;1.341463415;1.081306991;1.146341463;1;0;1;1;-1;1;0;-1;-1;0;-1;-1;;;
1248;26.05.2012;0;Friendly;SUI;Switzerland;5;3;GER;Germany;1;-1;974;0.634577603;1309;0.853962017;1.567307692;2.407008086;0.974358974;1.035714286;-1;1;0;1;-1;-1;1;0;1;1;-1;;;;
1249;26.05.2012;0;Friendly;NOR;Norway;0;1;ENG;England;-1;1;605;0.392927308;1069;0.696791094;1.078115683;2.065;1.15921288;0.805;1;-1;1;0;-1;-1;1;1;0;1;;;;;
1250;26.05.2012;0;Friendly;BRA;Brazil;3;1;DEN;Denmark;1;-1;1251;0.815979044;686;0.445972495;1.84280303;1.33118701;0.929924242;1.18980963;1;-1;1;0;1;-1;0;1;1;1;;;;;
1251;26.05.2012;0;Friendly;IRL;Rep. of Ireland;1;0;BIH;Bosnia & Herzegovina;1;-1;792;0.515389653;913;0.594629993;1.359927235;1.766666667;0.963097713;1.233006536;0;0;1;1;1;-1;-1;-1;0;0;;;;;
1252;26.05.2012;0;Friendly;USA;United States;5;1;SCO;Scotland;1;-1;810;0.527177472;687;0.446627374;1.591269841;1.21875;1.702380952;1.25;1;1;-1;-1;-1;0;1;-1;1;1;;;;;
1253;26.05.2012;0;Friendly;GRE;Greece;1;1;SVN;Slovenia;0;0;695;0.451866405;558;0.362148003;1.092948718;1.351351351;0.933150183;1.135135135;0;-1;0;1;1;0;-1;1;-1;-1;;;;;
1254;26.05.2012;0;Friendly;POR;Portugal;0;0;MKD;Macedonia;0;0;1184;0.772102161;235;0.150622135;1.76443769;0.939285714;0.912722536;1.258928571;0;1;0;-1;1;-1;0;0;-1;1;;;;;
1255;25.05.2012;0;Friendly;RUS;Russia;1;1;URU;Uruguay;0;0;821;0.534381139;1158;0.755075311;1.679439746;1.597435897;0.747357294;1.176923077;1;0;1;1;0;0;1;1;1;0;;;;;
1256;25.05.2012;0;Friendly;BEL;Belgium;2;2;MNE;Montenegro;0;0;1352;0.882121807;365;0.235756385;1.707317073;1.265625;1.146341463;1.328125;0;0;1;-1;1;1;-1;-1;-1;0;;;;;
1257;25.05.2012;0;Friendly;CRO;Croatia;3;1;EST;Estonia;1;-1;856;0.557301899;366;0.236411264;1.709302326;0.887878788;0.906976744;1.438825758;-1;0;1;1;-1;1;0;-1;-1;1;0;;;;
1258;24.05.2012;0;Friendly;GEO;Georgia;1;3;TUR;Turkey;-1;1;289;0.185985593;983;0.640471513;0.87510513;1.513390722;1.370899916;1.078431373;1;1;-1;0;-1;-1;-1;0;-1;1;;;;;
1259;23.05.2012;0;Friendly;VEN;Venezuela;4;0;MDA;Moldova;1;-1;476;0.308447937;181;0.115258677;1;0.916666667;3.25;1.470833333;-1;-1;0;0;-1;0;-1;1;-1;-1;;;;;
1260;23.05.2012;27;KCCF;JPN;Japan;2;0;AZE;Azerbaijan;1;-1;577;0.374590701;269;0.172888016;1.341176471;0.808210784;1.3;1.413602941;1;0;1;-1;-1;-1;1;0;1;-1;;;;;
1261;22.05.2012;0;Friendly;LVA;Latvia;0;1;POL;Poland;-1;1;323;0.208251473;821;0.534381139;1.044602699;1.583966565;1.428785607;1.081306991;0;-1;1;0;1;0;1;1;-1;1;;;;;
1262;22.05.2012;0;Friendly;QAT;Qatar;1;2;ALB;Albania;-1;1;416;0.269155206;632;0.410609037;1.090909091;0.975;1.636363636;0.990625;-1;0;1;0;-1;-1;0;-1;0;-1;;;;;
1263;29.02.2012;0;Friendly;GER;Germany;1;2;FRA;France;-1;1;1309;0.853962017;907;0.59070072;2.407008086;1.446317829;1.035714286;0.821899225;1;0;1;1;0;0;1;0;1;0;;;;;
1264;29.02.2012;0;Friendly;ITA;Italy;0;1;USA;United States;-1;1;959;0.62475442;810;0.527177472;1.398496241;1.591269841;0.997314715;1.702380952;-1;1;1;0;1;1;-1;-1;-1;0;1;;;;
1265;29.02.2012;0;Friendly;SUI;Switzerland;1;3;ARG;Argentina;-1;1;974;0.634577603;1532;1;1.567307692;1.678571429;0.974358974;0.821428571;1;0;1;-1;1;1;-1;1;1;1;;;;;
1266;29.02.2012;0;Friendly;WAL;Wales;0;1;CRC;Costa Rica;-1;1;839;0.546168959;826;0.537655534;1.047619048;0.757142857;1.228571429;1.057142857;1;1;1;-1;1;0;-1;1;-1;-1;;;;;
1267;29.02.2012;0;Friendly;ARM;Armenia;3;1;CAN;Canada;1;-1;316;0.203667322;357;0.230517354;1.144700461;0.638888889;1.739170507;1.416666667;-1;-1;1;1;1;1;-1;0;-1;-1;;;;;
1268;29.02.2012;0;Friendly;NIR;North. Ireland;0;3;NOR;Norway;-1;1;825;0.537000655;605;0.392927308;0.878787879;1.078115683;1.378787879;1.15921288;-1;-1;-1;-1;1;-1;1;0;-1;1;;;;;
1269;29.02.2012;0;Friendly;ROU;Romania;1;1;URU;Uruguay;0;0;922;0.600523903;1158;0.755075311;1.394894895;1.597435897;1.061861862;1.176923077;1;1;-1;0;0;1;1;1;0;-1;;;;;
1270;29.02.2012;0;Friendly;HUN;Hungary;1;1;BUL;Bulgaria;0;0;925;0.60248854;508;0.32940406;1.488888889;1.128205128;1.277777778;1.205128205;-1;1;0;1;1;-1;-1;-1;-1;-1;;;;;
1271;29.02.2012;0;Friendly;AUT;Austria;3;1;FIN;Finland;1;-1;1067;0.695481336;558;0.362148003;1.5525;1.186862245;1.483333333;1.288265306;-1;0;1;0;-1;1;-1;0;-1;-1;;;;;
1272;29.02.2012;0;Friendly;MLT;Malta;2;1;LIE;Liechtenstein;1;-1;149;0.094302554;120;0.075311067;0.608660131;0.364495798;1.926470588;2.428571429;-1;-1;0;-1;1;-1;-1;-1;0;-1;1;;;;
1273;29.02.2012;0;Friendly;MNE;Montenegro;2;1;ISL;Iceland;1;-1;365;0.235756385;724;0.470857891;1.265625;1.241196013;1.328125;1.273754153;-1;-1;-1;0;-1;-1;-1;1;-1;-1;;;;;
1274;29.02.2012;0;Friendly;SVN;Slovenia;1;1;SCO;Scotland;0;0;558;0.362148003;687;0.446627374;1.351351351;1.21875;1.135135135;1.25;-1;1;-1;-1;0;1;-1;1;1;0;;;;;
1275;29.02.2012;0;Friendly;DEN;Denmark;0;2;RUS;Russia;-1;1;686;0.445972495;821;0.534381139;1.33118701;1.679439746;1.18980963;0.747357294;0;1;1;1;1;0;1;1;0;1;;;;;
1276;29.02.2012;0;Friendly;ENG;England;2;3;NED;Netherlands;-1;1;1069;0.696791094;931;0.606417813;2.065;2.158181818;0.805;0.9;1;1;0;1;1;-1;0;-1;1;1;0;;;;
1277;29.02.2012;0;Friendly;GEO;Georgia;2;1;ALB;Albania;1;-1;289;0.185985593;632;0.410609037;0.87510513;0.975;1.370899916;0.990625;1;-1;0;-1;-1;0;-1;0;-1;-1;0;;;;
1278;29.02.2012;0;Friendly;POL;Poland;0;0;POR;Portugal;0;0;821;0.534381139;1184;0.772102161;1.583966565;1.76443769;1.081306991;0.912722536;1;1;-1;1;0;1;0;-1;1;1;;;;;
1279;29.02.2012;0;Friendly;BLR;Belarus;0;0;MDA;Moldova;0;0;465;0.30124427;181;0.115258677;1.296825397;0.916666667;1.146031746;1.470833333;0;-1;0;-1;-1;-1;1;-1;-1;-1;0;;;;
1280;29.02.2012;0;Friendly;ISR;Israel;2;3;UKR;Ukraine;-1;1;467;0.302554028;880;0.573018991;1.545454545;1.627002288;1.424242424;0.891304348;1;-1;-1;-1;1;1;0;1;1;-1;;;;;
1281;29.02.2012;0;Friendly;IRL;Rep. of Ireland;1;1;CZE;Czech Republic;0;0;792;0.515389653;810;0.527177472;1.359927235;1.44047619;0.963097713;1.071428571;0;1;1;1;0;1;1;1;-1;1;;;;;
1282;29.02.2012;0;Friendly;CRO;Croatia;1;3;SWE;Sweden;-1;1;856;0.557301899;713;0.463654224;1.709302326;1.655737705;0.906976744;1.023028884;0;1;1;-1;1;1;1;-1;-1;1;;;;;
1283;29.02.2012;0;Friendly;GRE;Greece;1;1;BEL;Belgium;0;0;695;0.451866405;1352;0.882121807;1.092948718;1.707317073;0.933150183;1.146341463;-1;0;1;1;0;0;1;-1;1;1;;;;;
1284;29.02.2012;0;Friendly;KAZ;Kazakhstan;0;0;LVA;Latvia;0;0;300;0.19318926;323;0.208251473;0.901115619;1.044602699;1.969066937;1.428785607;0;-1;-1;-1;0;-1;1;0;1;-1;;;;;
